city,district,cold_price,object_age,flat_area,room_count,distance_to_centre
Seevetal,Ohlendorf,675,,80,2025,0.327366234
Buchholz i.d. Nordheide,Buchholz,795,3,62,2,1.521806743
Buchholz,Buchholz,885,3,66,2,1.504507198
Buchholz,Buchholz,885,3,66.1,2,1.504507198
Buchholz,Buchholz,880,3,74.1,2,1.481246088
Buchholz,Buchholz,1075,3,86.1,3,1.481246088
Mittelnkirchen,Mittelnkirchen,900,123,113,4,2.242190995
Heidgraben,Heidgraben,520,50,39,1,1.848223113
Ahrensburg,Ahrensburg,640,,56,2.5,1.090061832
Aumühle,Aumühle,675,42,65.09,2,1.903399651
Uetersen,Klosterbezirk,735,49,61.93,2.5,0.435937555
Uetersen,Klosterbezirk,840,49,76.11,3.5,0.435937555
Uetersen,Klosterbezirk,515,49,38.4,1,0.435937555
Bendestorf,Bendestorfer Mühle,1150,30,80,3,0.534632641
Ahrensburg,Ahrensburg,825.25,,63.7,3,0.443139623
Ahrensburg,Ahrensburg,1448,20,132,3,0.532973084
Buchholz in der Nordheide,Buchholz,600,63,60.27,2.5,6.80642073
Seester,Seester,725,56,74.68,2.5,1.057818286
Haseldorf,Haseldorf,750,117,72,3,1.695927412
Stapelfeld,Stapelfeld,1000,21,90,3,1.643660008
Ahrensburg,Ahrensburg,940,118,96,3,0.54307058
Siek,Siek,700,65,57,2.5,2.930382726
Uetersen,Klosterbezirk,580,,55,2,1.285096276
Ahrensburg,Ahrensburg,1300,20,115.73,3,0.713990991
Uetersen,Klosterbezirk,750,51,78,2.5,1.211460555
Buchholz,Buchholz,1089,4,83.07,3,2.69646533
Buxtehude,Hedendorf,1104,5,114,3,0.613463519
Hamburg,Neuengamme,1390,24,135,4.5,2.835402392
Buchholz in der Nordheide,Buchholz,770,32,44.81,2,5.833479729
Buchholz in der Nordheide,Buchholz,1270,,116,4,0.932745602
Buchholz in der Nordheide,Buchholz,1299,,116,4,0.932745602
Buchholz,Buchholz,1200,31,111,2.5,0.750151593
Buchholz in der Nordheide,Buchholz,667,22,58,2,5.960295893
Ahrensburg,Ahrensburg,1131.6,10,94.3,3,1.441942732
Buchholz,Buchholz,1275,25,98,3,6.123320768
Buchholz,Buchholz,1280,3,80,3,3.030654036
Goldbeck,Goldbeck,650,51,72,3,168.1855302
Buchholz,Buchholz,1741,0,106,4,3.954190522
Buchholz,Buchholz,1106,0,67,2,4.205230548
Buchholz,Buchholz,1560,0,95,3,7.204186794
Buchholz in der Nordheide,Buchholz,800,57,86,3,0.317384613
Buchholz in der Nordheide,Buchholz,600,57,64,2,0.317384613
Norderstedt,Harksheide,959,53,88.5,4,0.920855401
Henstedt-Ulzburg,Ulzburg Süd,1342,0,92.59,3,0.115856906
Henstedt-Ulzburg,Ulzburg Süd,1225,0,84.61,3,0.115856906
Buchholz in der Nordheide,Buchholz,2000,,162,6,6.240311553
Sauensiek,Sauensiek,980,2,72.8,2,0.609159998
Ahrensburg,Ahrensburg,615,,41.18,1.5,2.031987514
Siek,Siek,900,2,70,3.5,0.22375792
Horneburg,Horneburg,405,52,56.07,2,1.414229675
Horneburg,Horneburg,405,52,56.07,2,1.414229675
Horneburg,Horneburg,925,2,77,3,0.873411369
Buchholz in der Nordheide,Buchholz,1220,9,115,3,0.583386139
Buchholz,Buchholz,1245,1,98.5,2.5,0.722763201
Buchholz in der Nordheide,Buchholz,2800,0,185,4,4.117995767
Buchholz,Buchholz,1295,0,99,2,4.341486603
Buchholz,Buchholz,2678,0,206,5,7.1405655
Dollern,Dollern,730,51,84,2,6.291337411
Henstedt-Ulzburg,Henstedt-Ulzburg,904,1,67,2,4.790042166
Sachsenwald,Sachsenwald,600,,60,2,6.193703732
Ahrensburg,Ahrensburg,1185,1,74.05,2,2.315813949
Ahrensburg,Ahrensburg,1400,0,87.54,3,2.315813949
Ahrensburg,Ahrensburg,1208,0,75.47,2,2.315813949
Ahrensburg,Ahrensburg,938,1,58.63,2,2.315813949
Ahrensburg,Ahrensburg,978.72,0,61.17,2,2.315813949
Ahrensburg,Ahrensburg,1307,1,81.67,3,2.315813949
Hammoor,Hammoor,1092,40,78,3,183.2064478
Bargteheide,Bargteheide,835,0,63,2,0.866028602
Winsen (Luhe),Winsen,227,49,47.32,2,1.780763651
Winsen (Luhe),Winsen,442,49,91.79,4,1.785175
Winsen (Luhe),Winsen,366,49,76.12,3,1.728246796
Hollern-Twielenfleth,Hollern-Twielenfleth,865,,67,2,5.641806029
Beckdorf,Beckdorf,1300,1,104,3,0.928569912
Winsen Luhe,Winsen,450,54,39.1,1,1.58723061
Dollern,Dollern,610,128,78.6,2.5,0.821143197
Marxen,Marxen,578,24,52.55,2,0.769866386
Henstedt-Ulzburg,Ulzburg,1188,1,90,2.5,2.045048537
Guderhandviertel,Guderhandviertel,980,31,117,2,2.553892493
Hamburg,Wohldorf-Ohlstedt,1200,20,135,5,5.213085029
Alveslohe,Alveslohe,1200,27,80,3,1.983426699
Bargstedt,Bargstedt,550,51,60,2,4.494693894
Winsen,Winsen,650,44,63.21,2,1.302929434
Winsen (Luhe),Winsen,1666,113,140,5,4.819017124
Henstedt-Ulzburg,Henstedt,535,28,38,2,0.378029823
Hoisdorf,Hoisdorf,650,73,70,2,1.089226359
Hollern-Twielenfleth,Speersort,703.44,0,58.62,2,1.491582375
Hollern-Twielenfleth,Speersort,787.2,0,65.6,2,1.491582375
Winsen,Winsen,900,44,73.22,3,0.649699841
Winsen (Luhe),Winsen,1100,5,81.08,3,0.60040299
Winsen (Luhe),Winsen,1300,5,101.74,3,0.60040299
Henstedt-Ulzburg,Rhen,1800,18,166.14,4,0.248677716
Henstedt-Ulzburg,Ulzburg,1300,8,100,3,0.468276047
Henstedt-Ulzburg,Ulzburg,1300,8,100,3,0.468276047
Henstedt-Ulzburg,Ulzburg,620,,66,2.5,0.447951897
Jesteburg,Jesteburg,1100,,103,3,1.236059694
Winsen (Luhe),Winsen,400,47,40,1,0.401271719
Winsen,Winsen,710,41,71,3,0.312611115
Henstedt-Ulzburg,Ulzburg,902,8,69,2,0.206624684
Elmshorn,Elmshorn,625,30,53,2,2.207865319
Winsen (Luhe),Winsen,922,5,62.33,2,0.383875187
Winsen (Luhe),Winsen,880,5,63.08,2,0.374318043
Henstedt-Ulzburg,Ulzburg,1360,4,101,3,0.44177385
Buchholz in der Nordheide,Seppensen,940,24,104,3,0.397638667
Hoisdorf,Hoisdorf,1290,123,131,4,2.280487548
Kröppelshagen-Fahrendorf,Kröppelshagen-Fahrendorf,612,7,51,1.5,0.990652797
Elmshorn,Elmshorn,371,56,53,2,1.474084682
Winsen / Luhe,Winsen,244.27,50,37.58,1,6.613616879
Elmshorn,Elmshorn,469.2,56,69,3,1.167604642
Winsen,Winsen,500,31,42.32,1.5,0.915551936
Elmshorn,Elmshorn,890.68,60,77.45,2.2,0.95797434
Bargteheide,Rehagen/Schäferdresch,1678.25,0,99.07,4,
Delingsdorf,Delingsdorf,2544,0,141.44,4,2.562641956
Jersbek,Jersbek,942,0,54.8,2,0.587424634
Nienwohld,Nienwohld,1289.34,0,74.1,3,1.020662161
Bargfeld-Stegen,Bargfeld-Stegen,1725,0,95.84,3,0.540955623
Fischbek,Fischbek,1509.35,0,89.1,4,43.10925083
Bargteheide,Bargteheide,1456,-1,104,4,0.859090065
Geesthacht,Besenhorst,840,2,67.3,2,0.456301555
Tremsbüttel,Tremsbüttel,600,40,48,2,1.163965552
Winsen,Borstel,1100,26,100,3,6.31706669
Börnsen,Neu-Börnsen,700,85,68,3.5,0.963684697
Stade,Stade,830,11,95.6,3,3.517533005
Bargteheide,Bargteheide,1480,63,105,4.5,1.315493407
Stade,Stade,575,8,55,2,3.412135049
Jersbek,Jersbek,600,10,72,2,1.237244395
Obermarschacht,Obermarschacht,860,25,71.5,3,1.099866044
Heede,Heede,535.28,58,54.62,2,1.140784469
Lutzhorn,Lutzhorn,740,133,89.82,3,4.396433284
Stade,Stade,1150,28,110,4,4.685661979
Tespe,Tespe,910,49,77,2,1.766999158
Bargteheide,Bargteheide,1020,123,85,2,2.189935649
Stade,Stade,619,85,83.6,2,3.178156205
Elmshorn,Elmshorn,550,63,56,3,0.512256674
Elmshorn,Elmshorn,670,60,75.75,3,0.716323043
Nahe,Nahe,539,30,64,2,0.434017485
Harsefeld,Harsefeld,530,45,51.26,2.5,6.937385567
Klein Offenseth-Sparrieshoop,Klein Offenseth-Sparrieshoop,1195,51,78,3,1.9028003
Stade,Stade,745,26,78,3,1.223693645
Harsefeld,Harsefeld,995,,87,3,1.106362577
Elmshorn,Elmshorn,835,,69.5,3,1.361786305
Stade,Stade,1050,49,87.4,4,4.996374304
Raa,Raa,1050,31,88,3,0.429986353
Harsefeld,Harsefeld,994,0,49,2,3.045874265
Harsefeld,Harsefeld,1210,0,60.5,2,3.045874265
Harsefeld,Harsefeld,915,,87,3,0.921473591
Alveslohe,Kaden,1105,4,105.16,2,0.21662814
Kaltenkirchen,Kaltenkirchen,890,2,80.52,3,0.841480852
Kaltenkirchen,Kaltenkirchen,685,2,53.1,2,0.841480852
Kasseburg,Kasseburg,600,,68,2,0.378414611
Trittau,Trittau,688,67,83.28,3.5,1.021013575
Stade,Stade,1170,3,98,3,1.036494275
Kaltenkirchen,Kaltenkirchen,730,5,60.34,2,0.772459162
Harsefeld,Harsefeld,1025,7,85.5,3,0.978079266
Kaltenkirchen,Kaltenkirchen,694,53,73.62,2.5,0.780400156
Kaltenkirchen,Kaltenkirchen,694,53,73.62,2.5,0.780400156
Kaltenkirchen,Kaltenkirchen,581.9,53,61.14,1.5,0.780400156
Kaltenkirchen,Kaltenkirchen,804.3,53,91.55,3.5,0.780400156
Kaltenkirchen,Kaltenkirchen,577.9,53,68.88,2,0.780400156
Harsefeld,Harsefeld,850,5,74,3,1.134338815
Stade,Stade,800,,93,3,5.325624047
Alveslohe,Alveslohe,1164.88,0,81.46,3,1.810572377
Alveslohe,Alveslohe,881.34,0,54.07,2,2.230205761
Henstedt-Ulzburg,Henstedt-Ulzburg,1230,2,81,3,1.802190282
Trittau,Trittau,1000,,71,2.5,0.904784373
Stade,Bützfleth,748,36,81.67,2,2.945749987
Harsefeld,Harsefeld,715,4,55,2,0.96579821
Harsefeld,Harsefeld,620,30,75.56,3,2.857002326
Trittau,Trittau,1460,,125,4,0.581244083
Stade,Hagen,1390,4,111,4,2.067539907
Harsefeld,Harsefeld,875,4,73,3,1.204702424
Harsefeld,Harsefeld,780,1,65,3,1.311836082
Geesthacht,Altstadt,295,70,20.93,1,0.450023671
Stade,Stade,1600,0,106.83,3,1.160059515
Stade,Stade,485,40,51.8,2,2.266116403
Stade,Stade,975,40,102.73,4,6.9410977
Trittau,Trittau,1050,,120,2.5,1.041243683
Stade,Stade,670,-1,45.86,1,1.871206397
Stade,Stade,685,-1,47.01,1,6.980968864
Stade,Stade,1565,-1,111.48,4,4.557320741
Stade,Stade,1205,-1,86.02,3,5.129690441
Stade,Stade,1220,-1,86.92,3,6.628013585
Stade,Stade,1220,-1,86.93,3,6.672956177
Schmalfeld,Schmalfeld,949,56,75,3,2.925574869
Hanstedt,Hanstedt,1700,4,140,4,120.8719174
Hanstedt,Hanstedt,650,,60,3,111.5555995
Hamwarde,Hamwarde,1000,42,73,2,0.933122612
Hanstedt,Hanstedt,1700,1,142,3,116.0683527
Stade,Stade,590,2,54.4,2,3.571020671
Kaltenkirchen,Kaltenkirchen,1185,4,99.97,3,0.51994237
Kaltenkirchen,Kaltenkirchen,695,4,55.8,2,0.51994237
Schmalfeld,Schmalfeld,595,0,48.49,2,1.247875048
Schmalfeld,Schmalfeld,1250,3,80.47,3,1.59589962
Kaltenkirchen,Kaltenkirchen,875,23,80,3,0.39453628
Kisdorf,Kisdorf,840.58,0,54.94,2,1.925512731
Nützen,Nützen,1939.33,0,102.07,3,1.351898087
Kattendorf,Kattendorf,1667.7,0,98.1,4,3.914474518
Stade,Stade,600,,50,2,0.85806404
Hanstedt,Hanstedt,880,31,80,2.5,112.4024567
Stade,Stade,449,40,45,1,6.228603416
Nahe,Nahe,1400,11,180,3,1.926573292
Stade,Stade,760,2,62,2,1.417058724
Hanstedt,Hanstedt,900,,90,3,116.5253027
Stade,Stade,930,86,122,4,1.683255806
Stade,Stade,695,60,76,2,6.437599564
Stade,Stade,515,7,51.5,2,2.572997577
Bargstedt,Bargstedt,680,1,66,2,0.420437763
Bargstedt,Bargstedt,610,1,61,2,0.420437763
Bargstedt,Bargstedt,900,1,97,3,0.420437763
Bargstedt,Bargstedt,460,1,46,2,0.420437763
Stade,Stade,580,65,81.9,4,2.641419918
Stade,Stade,550,65,69.77,3,2.641419918
Stade,Stade,365,65,45.96,2,2.641419918
Stade,Stade,530,65,66.71,3,2.641419918
Stade,Stade,530,65,66.71,3,2.641419918
Stade,Stade,550,65,69.36,3,2.641419918
Wistedt,Wistedt,900,,83,3,97.62199565
Steinburg,Steinburg,865,,80,3,56.77964462
Kollow,Kollow,1400,0,99.27,4,1.081183269
Grove,Grove,995,0,79.38,3,0.335926712
Möhnsen,Möhnsen,1050,0,75.04,2,1.265748572
Müssen,Müssen,810,0,60.39,2,58.26813326
Müssen,Müssen,810,0,60.39,2,58.26813326
Schulendorf,Schulendorf,1350,0,98.53,4,2.020253187
Schwarzenbek,Schmiedekamp,995,33,79.61,3.5,0.377782186
Stade,Haddorf,720,53,53,2,2.641864275
Ahlerstedt,Ahlerstedt,1190,0,108.4,3,0.624818482
Schwarzenbek,Uhlenhorst,973,1,81.03,2,0.672634717
Schwarzenbek,Uhlenhorst,996,1,83,2,0.672634717
Grove,Grove,945,2,75,3,0.250094291
Drochtersen,Assel,545,49,67,3,0.127616679
Neversdorf,Neversdorf,950,26,90,3,1.252474515
Drochtersen,Assel,380,,48,2,2.697839892
Drochtersen,Assel,795,,100,4,3.124986842
Drochtersen,Assel,695,,76,2,5.57658597
Salzhausen,Salzhausen,590,,68.13,2,0.650455074
Salzhausen,Salzhausen,730,51,73,3,6.184357329
Bad Oldesloe,Bad Oldesloe,850,56,72,3,4.181160018
Bredenbekshorst,Bredenbekshorst,750,26,86,3,0.77009809
Bimöhlen,Bimöhlen,1050,53,82,3,1.093288044
Drochtersen,Drochtersen,535,53,56,2,4.127637285
Bad Oldesloe,Bad Oldesloe,1280,,113,3,0.365357034
Drochtersen,Drochtersen,470,16,62.85,2,4.085299265
Schnakenbek,Schnakenbek,1040,49,104,2,1.484394621
Juliusburg,Juliusburg,1080,49,108,2,0.19043342
Brietlingen-Moorburg,Brietlingen-Moorburg,425,,50,2,0.17762735
Altspringhirsch,Altspringhirsch,605,49,55,2,
Drochtersen,Drochtersen,590,,78.51,3,4.133379248
Drochtersen,Drochtersen,450,24,75,2,3.937836041
Bad Oldesloe,Bad Oldesloe,725,18,73,2,1.023682287
Sittensen,Sittensen,1055,0,87.68,3,7.826260096
Sittensen,Sittensen,1240,0,112.7,3,5.99331609
Sittensen,Sittensen,720,0,60.02,2,6.142245536
Sittensen,Sittensen,720,0,59.72,2,8.292413288
Sittensen,Sittensen,765,0,63.71,2,2.67267191
Sittensen,Sittensen,1000,0,83.3,3,2.38931445
Sittensen,Sittensen,970,0,80.89,3,6.227353975
Sittensen,Sittensen,1260,0,114.32,3,5.996555135
Sittensen,Sittensen,770,0,64.02,2,1.356051661
Sittensen,Sittensen,735,29,72.14,3,8.06786569
Drochtersen,Drochtersen,653,52,87,3,3.54674386
Drochtersen,Drochtersen,578,52,77,3,3.54674386
Drochtersen,Drochtersen,637.5,41,85,3.5,4.565893009
Drochtersen,Drochtersen,300,93,42.22,2,4.228683321
Bad Bramstedt,Bad Bramstedt,1176,0,84,2,3.806972944
Bad Bramstedt,Bad Bramstedt,1120,0,80,2,3.806972944
Drochtersen,Drochtersen,888,-1,80,3,2.411244549
Bad Bramstedt,Bad Bramstedt,1450,19,118,4,4.337672747
Reppenstedt,Reppenstedt,725,30,70,3,7.240261097
Reppenstedt,Reppenstedt,487,48,69.55,3,0.523801852
Himmelpforten,Himmelpforten,450,,46,2,3.448185902
Adendorf,Adendorf,1920,19,192,4,739.0566526
Glückstadt,Glückstadt,485,35,59.99,2,0.577831035
Kollmar,Kollmar,730,,104,3,3.486225734
Drochtersen,Drochtersen,705.76,1,64.26,2,6.139662191
Brietlingen-Moorburg,Brietlingen-Moorburg,600,,64,3,0.544986855
Lüneburg,Kreideberg,835,,70,3,0.422228327
Adendorf,Adendorf,720,52,75.77,3,735.3962559
Glückstadt,Glückstadt,480,56,69.78,3,1.538614324
Lüneburg,Mittelfeld,228,,30.4,,0.571199708
Lauenburg/Elbe,Oberstadt,360,72,38.29,2,0.209243105
Lüneburg,Kreideberg,1600,,99,3,3.145257555
Lüneburg,Altstadt,1150,,99,3,5.70600463
Lauenburg/Elbe,Oberstadt,290,74,29.69,1.5,0.361403252
Lüneburg,Altstadt,650,,49.93,2,0.254187704
Lüneburg,Mittelfeld,620,223,65,2,0.268875778
Lüneburg,Mittelfeld,1071,38,89,3,3.905324053
Lüneburg,Mittelfeld,995,38,82.9,3,5.282542202
Lüneburg,Mittelfeld,995,38,82.9,3,4.690241972
Lüneburg,Altstadt,800,,39,1,6.442093866
Roseburg,Roseburg,675,,91,3,3.792272355
Fintel,Fintel,642.07,0,49.39,2,2.293011778
Schneverdingen,Schneverdingen,1084.07,0,83.39,3,6.72971192
Vahlde,Vahlde,1077.44,0,82.88,3,1.163105799
Otter,Otter,821.47,0,63.19,2,2.117768998
Schneverdingen,Schneverdingen,821.47,0,63.19,2,9.783594177
Schneverdingen,Schneverdingen,744.38,0,57.26,2,7.058601988
Schneverdingen,Schneverdingen,821.47,0,63.19,2,6.140750628
Schneverdingen,Schneverdingen,651.04,0,50.08,2,11.41972486
Scheeßel,Scheeßel,821.47,0,63.19,2,9.173845122
Schneverdingen,Schneverdingen,821.47,0,63.19,2,7.854295832
Schneverdingen,Schneverdingen,889.46,0,68.42,2,13.88099538
Lüneburg,Lüne-Moorfeld,1450,59,112,4,2.766060108
Lüneburg,Rotes Feld,662.5,,53,2,5.2967232
Lüneburg,Schützenplatz,850,60,80,3,0.250710443
Lüneburg,Schützenplatz,620,,55.98,,0.297162443
Lüneburg,Lüne-Moorfeld,1180,5,84.5,3,6.205995328
Lüneburg,Schützenplatz,410,6,21.08,1,0.456316603
Lüneburg,Neu Hagen,680,,51.79,2,0.758190011
Lüneburg,Neu Hagen,800,,57.8,2,0.744173204
Lüneburg,Neu Hagen,730,,65.94,,0.747541098
Lüneburg,Neu Hagen,690,,65.94,,0.747541098
Lüneburg,Neu Hagen,440,,33.44,,0.743025147
Lüneburg,Oedeme,1730,85,157,4,6.992247501
Lüneburg,Oedeme,998,28,80.52,2,2.960583737
Lüneburg,Bockelsberg,550,,57,2,5.624595971
Lüneburg,Ebensberg,1550,6,160,4,0.129961917
Lüneburg,Rettmer,1550,,112.55,5,3.76097759
Zweedorf,Zweedorf,600,122,48,2,99.40150486
Großenaspe,Großenaspe,980,71,70.5,2,1.111623214
Reinfeld,Reinfeld,1195,,84.38,3,214.8002405
Meddewade,Meddewade,895,,64.12,2,0.938130815
Kellinghusen,Kellinghusen,408,,37.58,2,0.460054983
Lüneburg,Kaltenmoor,710,,81.56,3,4.118156743
Lüneburg,Kaltenmoor,598,,67.15,3,3.476635597
Lüneburg,Kaltenmoor,642,,72.13,3,5.37048638
Lüneburg,Kaltenmoor,464,,51.54,2,3.879174929
Lüneburg,Kaltenmoor,454,28,53.44,2,0.519283728
Wischhafen,Wischhafen,650,2,66.6,2,2.967312858
Wischhafen,Wischhafen,650,2,66.57,2,2.75755414
Negernbötel,Negernbötel,695,39,65,2,1.845585073
Scheeßel / Sothel,Sothel,845,48,134,4,4.850787905
Bad Segeberg,Bad Segeberg,642,,61.15,2,0.720105763
Bad Segeberg,Bad Segeberg,795,,72.34,4,0.720105763
Bad Segeberg,Bad Segeberg,734,67,61.21,3,0.688584811
Bad Segeberg,Bad Segeberg,875,67,87.58,3,0.711735112
Bad Segeberg,Bad Segeberg,460,,45.71,2,0.62001164
Schneverdingen,Schneverdingen,818,0,62.96,2,4.464839922
Schneverdingen,Schneverdingen,1006,0,77.38,2,4.843048994
Schneverdingen,Schneverdingen,1236,0,88.32,2,5.868884479
Schneverdingen,Schneverdingen,1047,0,80.52,3,6.276967405
Schneverdingen,Schneverdingen,990,1,82.51,2,5.128868227
Schneverdingen,Schneverdingen,840,3,84,2,4.890564296
Schneverdingen,Schneverdingen,233,49,45.5,2,0.715272887
Niendorf/Stecknitz,Niendorf/Stecknitz,940,1,84,2,1.887843299
Mölln,Mölln,800,1,66.4,2,0.892915635
Schneverdingen,Schneverdingen,900,2,92,3,2.064640629
Neversdorf,Neversdorf,840,31,93,5,1.985793763
Mölln,Mölln,1290,29,129,3,0.899922839
Bebensee,Bebensee,946,6,86,3,1.92080672
Itzehoe,Kratt,400,72,56.69,2.5,0.539921231
Lehmrade,Lehmrade,840,38,83,2,0.898143694
Amelinghausen,Amelinghausen,297,48,54.01,2,0.343961142
Itzehoe,Wellenkamp,419.52,56,66.59,2,0.330216083
